t_center,regime,regime_name,offline_static_f1,offline_periodic_f1,online_adaptive_f1,config
19515,2,R2 scale-out,0.7647058823529411,0.9803921568627451,0.974025974025974,C3
19765,2,R2 scale-out,0.5734265734265734,0.975,0.9620253164556962,C3
20015,2,R2 scale-out,0.0,0.0,0.0,C3
20265,2,R2 scale-out,0.7058823529411765,0.9752066115702479,0.9655172413793104,C3
20515,2,R2 scale-out,0.7868852459016393,1.0,1.0,C3
20765,2,R2 scale-out,0.5853658536585366,0.9859154929577465,1.0,C3
21015,2,R2 scale-out,0.0,0.0,0.0,C3
21265,2,R2 scale-out,0.6,0.9863013698630136,1.0,C3
21515,2,R2 scale-out,0.0,0.0,0.0,C3
21765,2,R2 scale-out,0.7182320441988951,0.9846153846153847,0.9606299212598425,C3
22015,2,R2 scale-out,0.3958333333333333,0.9743589743589743,1.0,C3
22265,2,R2 scale-out,0.7017543859649122,0.9915966386554622,0.9915966386554622,C3
22515,2,R2 scale-out,0.20253164556962025,0.9411764705882353,1.0,C3
22765,2,R2 scale-out,0.64,1.0,0.9743589743589743,C3
23015,2,R2 scale-out,0.8155339805825242,0.9818181818181818,0.9818181818181818,C3
23265,2,R2 scale-out,0.3652173913043478,0.9523809523809523,0.95,C3
23515,2,R2 scale-out,0.5714285714285714,0.9629629629629629,0.9873417721518988,C3
23765,2,R2 scale-out,0.7461139896373057,0.993006993006993,0.9861111111111112,C3
24015,2,R2 scale-out,0.0,0.0,0.0,C3
24265,2,R2 scale-out,0.0,0.0,0.0,C3
24515,2,R2 scale-out,0.7374301675977654,0.9770992366412213,0.9767441860465116,C3
24765,2,R2 scale-out,0.5555555555555556,0.9836065573770492,1.0,C3
25015,2,R2 scale-out,0.0,0.0,0.0,C3
25265,2,R2 scale-out,0.7342995169082126,0.9736842105263158,0.9659863945578231,C3
25515,2,R2 scale-out,0.5079365079365079,0.9696969696969697,0.96875,C3
25765,2,R2 scale-out,0.54,1.0,0.9811320754716981,C3
26015,3,R3 combined load,0.40425531914893614,0.5283018867924528,0.9739130434782609,C3
26265,3,R3 combined load,0.39344262295081966,0.9354838709677419,0.9473684210526315,C3
26515,3,R3 combined load,0.39603960396039606,0.9508196721311475,0.9747899159663865,C3
26765,3,R3 combined load,0.2608695652173913,0.9459459459459459,0.9459459459459459,C3
27015,3,R3 combined load,0.3219178082191781,0.9894736842105263,0.989247311827957,C3
27265,3,R3 combined load,0.33447098976109213,0.98,0.98989898989899,C3
27515,3,R3 combined load,0.17647058823529413,0.9795918367346939,0.9787234042553191,C3
27765,3,R3 combined load,0.4394904458598726,0.9714285714285714,0.9701492537313433,C3
28015,3,R3 combined load,0.41935483870967744,0.9923664122137404,0.9767441860465116,C3
28265,3,R3 combined load,0.4416403785488959,0.9859154929577465,0.9705882352941176,C3
28515,3,R3 combined load,0.5925925925925926,0.9855072463768116,0.975609756097561,C3
28765,3,R3 combined load,0.2028985507246377,0.9824561403508771,0.9333333333333333,C3
29015,3,R3 combined load,0.0,0.0,0.0,C3
29265,3,R3 combined load,0.2937062937062937,1.0,0.9647058823529412,C3
29515,3,R3 combined load,0.5106382978723404,0.9822485207100592,0.9879518072289156,C3
29765,3,R3 combined load,0.45768025078369906,0.9790209790209791,0.971830985915493,C3
30015,3,R3 combined load,0.432258064516129,0.9850746268656716,0.9701492537313433,C3
30265,3,R3 combined load,0.1647940074906367,0.9777777777777777,1.0,C3
30515,3,R3 combined load,0.0,0.0,0.0,C3
30765,3,R3 combined load,0.0,0.0,0.0,C3
31015,3,R3 combined load,0.1797752808988764,1.0,0.9361702127659575,C3
31265,3,R3 combined load,0.12403100775193798,0.9375,0.9090909090909091,C3
31515,3,R3 combined load,0.43729903536977494,0.9925925925925926,0.9624060150375939,C3
31765,3,R3 combined load,0.14615384615384616,0.9743589743589743,0.9743589743589743,C3
32015,3,R3 combined load,0.37209302325581395,0.9739130434782609,0.9724770642201835,C3
32265,3,R3 combined load,0.2896551724137931,0.9882352941176471,0.9882352941176471,C3
32515,3,R3 combined load,0.6118980169971672,0.9953488372093023,0.9716981132075472,C3
32765,3,R3 combined load,0.4117647058823529,0.992,0.959349593495935,C3
33015,3,R3 combined load,0.16091954022988506,1.0,1.0,C3
33265,3,R3 combined load,0.22627737226277372,1.0,0.9841269841269841,C3
33515,3,R3 combined load,0.49079754601226994,0.9808917197452229,0.9548387096774194,C3
33765,3,R3 combined load,0.1791044776119403,1.0,0.9387755102040817,C3
34015,3,R3 combined load,0.29473684210526313,1.0,1.0,C3
34265,3,R3 combined load,0.5309734513274337,0.9830508474576272,0.9775280898876404,C3
34475,3,R3 combined load,0.3582089552238806,1.0,1.0,C3
8765,1,R1 latency regression,0.48,0.48,0.9583333333333334,C4
9015,1,R1 latency regression,0.34782608695652173,0.34782608695652173,0.9791666666666666,C4
9265,1,R1 latency regression,0.2631578947368421,0.6422018348623854,0.9705882352941176,C4
9515,1,R1 latency regression,0.22924901185770752,0.651685393258427,1.0,C4
9765,1,R1 latency regression,0.3271375464684015,0.967032967032967,1.0,C4
10015,1,R1 latency regression,0.4067796610169492,0.96,0.9565217391304348,C4
10265,1,R1 latency regression,0.6112759643916914,0.9853658536585366,0.9803921568627451,C4
10515,1,R1 latency regression,0.3416370106761566,0.96,0.9896907216494846,C4
10765,1,R1 latency regression,0.2248062015503876,0.9508196721311475,0.896551724137931,C4
11015,1,R1 latency regression,0.0,0.0,0.0,C4
11265,1,R1 latency regression,0.192,0.9795918367346939,0.9361702127659575,C4
11515,1,R1 latency regression,0.192,0.9795918367346939,0.9565217391304348,C4
11765,1,R1 latency regression,0.29118773946360155,0.958904109589041,0.958904109589041,C4
12015,1,R1 latency regression,0.5345911949685535,1.0,0.9820359281437125,C4
12265,1,R1 latency regression,0.32967032967032966,0.989010989010989,0.9662921348314607,C4
12515,1,R1 latency regression,0.34408602150537637,0.9896907216494846,1.0,C4
12765,1,R1 latency regression,0.10256410256410256,0.96,0.96,C4
